region,family,vm type,regional_disk,sole_tenant,nested_virtualization,local_ssd,cores,gpu,cpu,memory,network_egress,on demand price,preemptible price 
australia,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,1.0787,0.21586
southamerica-east1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,1.2068,0.2416
asia-south1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9127,0.19243
asia-southeast2,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,1.021984,0.205792
asia-south2,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9127,0.19243
us,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.095,0.02
us-central1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.095,0.02
us-east1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.095,0.02
us-east4,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.107,0.0214
us-west4,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.107,0.0214
us-west1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.095,0.02
us-west2,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1142,0.02405
us-west3,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1142,0.02405
europe,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1046,0.022
europe-central2,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1224,0.0246
europe-west1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1046,0.022
europe-west2,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1224,0.0246
europe-west3,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1224,0.0246
europe-west4,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1046,0.0221
europe-west6,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1329,0.028
europe-north1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1046,0.0221
northamerica-northeast1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1046,0.0221
asia,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.11,0.022
asia-east,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.11,0.022
asia-east1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.11,0.022
asia-east2,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1329,0.028
asia-northeast,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.122,0.0265
asia-northeast1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.122,0.0265
asia-northeast2,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.122,0.0265
asia-northeast3,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.122,0.0265
asia-southeast,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1172,0.0236
asia-southeast1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1172,0.0236
australia-southeast1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1348,0.02698
australia-southeast2,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1348,0.02698
australia,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1348,0.02698
southamerica-east1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1508,0.0302
asia-south1,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1141,0.02405
asia-southeast2,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.127748,0.025724
asia-south2,n1,n1-standard-2,1,1,1,1,2,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.5,10,0.1141,0.02405
us,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.52,0.32
us-central1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.52,0.32
us-east1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.52,0.32
us-east4,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.712,0.3424
us-west4,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.712,0.3424
us-west1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.52,0.32
us-west2,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.8272,0.38472
us-west3,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.8272,0.38472
europe,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.6736,0.352
europe-central2,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.9584,0.3936
europe-west1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.6736,0.352
europe-west2,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.9584,0.3936
europe-west3,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.9584,0.3936
europe-west4,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.6736,0.3528
europe-west6,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,2.1268,0.4484
europe-north1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.6736,0.3528
northamerica-northeast1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.6736,0.3528
asia,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.76,0.352
asia-east,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.76,0.352
asia-east1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.76,0.352
asia-east2,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,2.1268,0.4484
asia-northeast,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.952,0.424
asia-northeast1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.952,0.424
asia-northeast2,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.952,0.424
asia-northeast3,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.952,0.424
asia-southeast,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.8752,0.3776
asia-southeast1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.8752,0.3776
australia-southeast1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,2.1574,0.43172
australia-southeast2,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,2.1574,0.43172
australia,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,2.1574,0.43172
southamerica-east1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,2.4136,0.4832
asia-south1,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.8255,0.38486
asia-southeast2,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,2.043968,0.411584
asia-south2,n1,n1-standard-32,1,1,1,1,32,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",120,32,1.8255,0.38486
us,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.19,0.04
us-central1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.19,0.04
us-east1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.19,0.04
us-east4,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.214,0.0428
us-west4,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.214,0.0428
us-west1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.19,0.04
us-west2,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2284,0.04809
us-west3,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2284,0.04809
europe,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2092,0.044
europe-central2,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2448,0.0492
europe-west1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2092,0.044
europe-west2,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2448,0.0492
europe-west3,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2448,0.0492
europe-west4,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2092,0.0441
europe-west6,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2658,0.056
europe-north1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2092,0.0441
northamerica-northeast1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2092,0.0441
asia,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.22,0.044
asia-east,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.22,0.044
asia-east1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.22,0.044
asia-east2,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2658,0.056
asia-northeast,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.244,0.053
asia-northeast1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.244,0.053
asia-northeast2,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.244,0.053
asia-northeast3,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.244,0.053
asia-southeast,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2344,0.0472
asia-southeast1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2344,0.0472
australia-southeast1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2697,0.05397
australia-southeast2,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2697,0.05397
australia,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2697,0.05397
southamerica-east1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.3017,0.0604
asia-south1,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2282,0.04811
asia-southeast2,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.255496,0.051448
asia-south2,n1,n1-standard-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",15,10,0.2282,0.04811
us,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.04,0.64
us-central1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.04,0.64
us-east1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.04,0.64
us-east4,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.424,0.6848
us-west4,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.424,0.6848
us-west1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.04,0.64
us-west2,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.6544,0.76944
us-west3,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.6544,0.76944
europe,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.3472,0.704
europe-central2,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.9168,0.7872
europe-west1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.3472,0.704
europe-west2,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.9168,0.7872
europe-west3,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.9168,0.7872
europe-west4,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.3472,0.7057
europe-west6,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,4.2535,0.8967
europe-north1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.3472,0.7057
northamerica-northeast1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.3472,0.7057
asia,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.52,0.704
asia-east,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.52,0.704
asia-east1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.52,0.704
asia-east2,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,4.2535,0.8967
asia-northeast,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.904,0.848
asia-northeast1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.904,0.848
asia-northeast2,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.904,0.848
asia-northeast3,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.904,0.848
asia-southeast,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.7504,0.7552
asia-southeast1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.7504,0.7552
australia-southeast1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,4.3147,0.86344
australia-southeast2,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,4.3147,0.86344
australia,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,4.3147,0.86344
southamerica-east1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,4.8271,0.9664
asia-south1,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.651,0.76973
asia-southeast2,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,4.087936,0.823168
asia-south2,n1,n1-standard-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",240,32,3.651,0.76973
us,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.38,0.08
us-central1,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.38,0.08
us-east1,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.38,0.08
us-east4,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.428,0.0856
us-west4,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.428,0.0856
us-west1,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.38,0.08
us-west2,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4568,0.09618
us-west3,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4568,0.09618
europe,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4184,0.088
europe-central2,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4896,0.0984
europe-west1,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4184,0.088
europe-west2,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4896,0.0984
europe-west3,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4896,0.0984
europe-west4,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4184,0.0882
europe-west6,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.5317,0.1121
europe-north1,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4184,0.0882
northamerica-northeast1,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.4184,0.0882
asia,n1,n1-standard-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",30,16,0.44,0.088
