region,family,vm type,regional_disk,sole_tenant,nested_virtualization,local_ssd,cores,gpu,cpu,memory,network_egress,on demand price,preemptible price 
us-west4,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.45603,0.29699
us-west1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.14714,0.27757
us-west2,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.37789,0.33331
us-west3,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.37789,0.33331
europe,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.26189,0.30538
europe-central2,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.47802,0.33987
europe-west1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.26189,0.30538
europe-west2,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.47802,0.33987
europe-west3,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.47802,0.33987
europe-west4,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.26291,0.30573
europe-west6,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.60509,0
europe-north1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.26304,0.30534
northamerica-northeast1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.26291,0.30573
asia,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.32826,0.30534
asia-east,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.32826,0.30534
asia-east1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.32826,0.30534
asia-east2,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.60509,0.38851
asia-northeast,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.47318,0.3681
asia-northeast1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.47318,0.3681
asia-northeast2,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.47318,0
asia-northeast3,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.47318,0
asia-southeast,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.4152,0.32534
asia-southeast1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.4152,0.32534
australia-southeast1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.62774,0.37443
australia-southeast2,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.62774,0.37443
australia,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.65059,0.37443
southamerica-east1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.82096,0.41872
asia-south1,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.37786,0.33354
asia-southeast2,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.54257,0.35462
asia-south2,n2,n2-highcpu-32,1,1,1,1,32,0,['Cascade Lake'],32,32,1.37786,0.33354
us,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.7207,0.41635
us-central1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.7207,0.41635
us-east1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.7207,0.41635
us-east4,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.93805,0.44549
us-west4,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.18405,0.44549
us-west1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.7207,0.41635
us-west2,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.06683,0.49997
us-west3,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.06683,0.49997
europe,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.89283,0.45806
europe-central2,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.21702,0.50981
europe-west1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.89283,0.45806
europe-west2,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.21702,0.50981
europe-west3,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.21702,0.50981
europe-west4,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.89437,0.45859
europe-west6,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.40763,0
europe-north1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.89456,0.45802
northamerica-northeast1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.89437,0.45859
asia,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.99238,0.45802
asia-east,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.99238,0.45802
asia-east1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,1.99238,0.45802
asia-east2,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.40763,0.58277
asia-northeast,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.20978,0.55214
asia-northeast1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.20978,0.55214
asia-northeast2,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.20978,0
asia-northeast3,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.20978,0
asia-southeast,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.1228,0.48802
asia-southeast1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.1228,0.48802
australia-southeast1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.44162,0.56165
australia-southeast2,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.44162,0.56165
australia,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.47589,0.56165
southamerica-east1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.73144,0.62808
asia-south1,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.06678,0.5003
asia-southeast2,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.31385,0.53194
asia-south2,n2,n2-highcpu-48,1,1,1,1,48,0,['Cascade Lake'],48,32,2.06678,0.5003
us,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.29427,0.55514
us-central1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.29427,0.55514
us-east1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.29427,0.55514
us-east4,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.58406,0.59398
us-west4,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.91206,0.59398
us-west1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.29427,0.55514
us-west2,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.75578,0.66662
us-west3,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.75578,0.66662
europe,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.52378,0.61075
europe-central2,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.95603,0.67974
europe-west1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.52378,0.61075
europe-west2,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.95603,0.67974
europe-west3,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.95603,0.67974
europe-west4,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.52582,0.61146
europe-west6,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,3.21018,0
europe-north1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.52608,0.61069
northamerica-northeast1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.52582,0.61146
asia,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.65651,0.61069
asia-east,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.65651,0.61069
asia-east1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.65651,0.61069
asia-east2,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,3.21018,0.77702
asia-northeast,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.94637,0.73619
asia-northeast1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.94637,0.73619
asia-northeast2,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.94637,0
asia-northeast3,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.94637,0
asia-southeast,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.8304,0.65069
asia-southeast1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.8304,0.65069
australia-southeast1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,3.25549,0.74886
australia-southeast2,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,3.25549,0.74886
australia,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,3.30118,0.74886
southamerica-east1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,3.64192,0.83744
asia-south1,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.75571,0.66707
asia-southeast2,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,3.08514,0.70925
asia-south2,n2,n2-highcpu-64,1,1,1,1,64,0,['Cascade Lake'],64,32,2.75571,0.66707
us,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,2.86784,0.69392
us-central1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,2.86784,0.69392
us-east1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,2.86784,0.69392
us-east4,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.23008,0.74248
us-west4,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.64008,0.74248
us-west1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,2.86784,0.69392
us-west2,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.44472,0.83328
us-west3,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.44472,0.83328
europe,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.15472,0.76344
europe-central2,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.69504,0.84968
europe-west1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.15472,0.76344
europe-west2,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.69504,0.84968
europe-west3,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.69504,0.84968
europe-west4,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.15728,0.76432
europe-west6,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,4.01272,0
europe-north1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.1576,0.76336
northamerica-northeast1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.15728,0.76432
asia,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.32064,0.76336
asia-east,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.32064,0.76336
asia-east1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.32064,0.76336
asia-east2,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,4.01272,0.97128
asia-northeast,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.68296,0.92024
asia-northeast1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.68296,0.92024
asia-northeast2,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.68296,0
asia-northeast3,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.68296,0
asia-southeast,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.538,0.81336
asia-southeast1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.538,0.81336
australia-southeast1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,4.06936,0.93608
australia-southeast2,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,4.06936,0.93608
australia,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,4.12648,0.93608
southamerica-east1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,4.5524,1.0468
asia-south1,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.44464,0.83384
asia-southeast2,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.85642,0.88656
asia-south2,n2,n2-highcpu-80,1,1,1,1,80,0,['Cascade Lake'],80,32,3.44464,0.83384
us,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.08449,0.02045
us-central1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.08449,0.02045
us-east1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.08449,0.02045
us-east4,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09516,0.02187
us-west4,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09516,0.02187
us-west1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.08449,0.02045
us-west2,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10148,0.02458
us-west3,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10148,0.02458
europe,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09295,0.02249
europe-central2,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10885,0.02502
europe-west1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09295,0.02249
europe-west2,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10885,0.02502
europe-west3,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10885,0.02502
europe-west4,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09302,0.02255
europe-west6,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.11822,0.02863
europe-north1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09303,0.02249
northamerica-northeast1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09302,0.02255
asia,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09783,0.02249
asia-east,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09783,0.02249
asia-east1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.09783,0.02249
asia-east2,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.11822,0.02865
asia-northeast,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.1084,0.02708
asia-northeast1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.1084,0.02708
asia-northeast2,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.1084,0.02708
asia-northeast3,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.1084,0.02708
asia-southeast,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10423,0.02396
asia-southeast1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10423,0.02396
australia-southeast1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.11989,0.02756
australia-southeast2,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.11989,0.02756
australia,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.11989,0.02756
southamerica-east1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.13412,0.03084
asia-south1,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10148,0.02459
asia-southeast2,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.03965,0.02612
asia-south2,n2d,n2d-standard-2,1,0,0,1,2,0,['AMD EPYC Rome'],8,10,0.10148,0.02459
us,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.16898,0.04089
us-central1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.16898,0.04089
us-east1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.16898,0.04089
us-east4,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.19032,0.04374
us-west4,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.19032,0.04374
us-west1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.16898,0.04089
us-west2,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.20297,0.04916
us-west3,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.20297,0.04916
europe,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.18589,0.04498
europe-central2,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.21771,0.05004
europe-west1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.18589,0.04498
europe-west2,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.21771,0.05004
europe-west3,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.21771,0.05004
europe-west4,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.18604,0.04509
europe-west6,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.23644,0.05726
europe-north1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.18605,0.04498
northamerica-northeast1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.18604,0.04509
asia,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.19566,0.04498
asia-east,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.19566,0.04498
asia-east1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.19566,0.04498
asia-east2,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.23644,0.0573
asia-northeast,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.21679,0.05417
asia-northeast1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.21679,0.05417
asia-northeast2,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.21679,0.05417
asia-northeast3,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.21679,0.05417
asia-southeast,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.20847,0.04792
asia-southeast1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.20847,0.04792
australia-southeast1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.23978,0.05512
australia-southeast2,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.23978,0.05512
australia,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.23978,0.05512
southamerica-east1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.26824,0.06169
asia-south1,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.20297,0.04918
asia-southeast2,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.0793,0.05223
asia-south2,n2d,n2d-standard-4,1,0,0,1,4,0,['AMD EPYC Rome'],16,10,0.20297,0.04918
us,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.33797,0.08178
us-central1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.33797,0.08178
us-east1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.33797,0.08178
us-east4,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.38064,0.08749
us-west4,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.38064,0.08749
us-west1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.33797,0.08178
us-west2,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.40594,0.09832
us-west3,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.40594,0.09832
europe,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.37178,0.08996
europe-central2,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.43542,0.10008
europe-west1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.37178,0.08996
europe-west2,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.43542,0.10008
europe-west3,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.43542,0.10008
europe-west4,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.37208,0.09018
europe-west6,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.47287,0.11452
europe-north1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.3721,0.08995
northamerica-northeast1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.37208,0.09018
asia,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.39133,0.08995
asia-east,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.39133,0.08995
asia-east1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.39133,0.08995
asia-east2,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.47287,0.1146
asia-northeast,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.43358,0.10834
asia-northeast1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.43358,0.10834
asia-northeast2,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.43358,0.10834
asia-northeast3,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.43358,0.10834
asia-southeast,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.41694,0.09584
asia-southeast1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.41694,0.09584
australia-southeast1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.47956,0.11024
australia-southeast2,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.47956,0.11024
australia,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.47956,0.11024
southamerica-east1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.53649,0.12338
asia-south1,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.40594,0.09837
asia-southeast2,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.1586,0.10447
asia-south2,n2d,n2d-standard-8,1,0,0,1,8,0,['AMD EPYC Rome'],32,10,0.40594,0.09837
us,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.67594,0.16357
us-central1,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.67594,0.16357
us-east1,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.67594,0.16357
us-east4,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.76128,0.17498
us-west4,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.76128,0.17498
us-west1,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.67594,0.16357
us-west2,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.81187,0.19664
us-west3,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.81187,0.19664
europe,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.74357,0.17992
europe-central2,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.87083,0.20016
europe-west1,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.74357,0.17992
europe-west2,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.87083,0.20016
europe-west3,n2d,n2d-standard-16,1,0,0,1,16,0,['AMD EPYC Rome'],64,32,0.87083,0.20016
