Instance,vCPU(s),RAM,Temporary storage,Pay as you go with AHB,1 year reserved with AHB,3 year reserved with AHB,Spot with AHB,Add to estimate,Premium SSD Storage,Clock,Burst,Purpose,Single Customer,Constrained CPU,NVMe Disk,GPU,GPU Model,NVIDIA GRID Supported
NC12s v3,12,224 GiB,672 GiB,$6.12/hour,$3.8984/hour,$1.9585/hour,$1.0753/hour,,No,,,GPU Optimized,,,,2X V100,NVIDIA Tesla P100,
,,,,,~36% savings,~68% savings,~82% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla P100,
NC24rs v3,24,448 GiB,"1,344 GiB",$13.464/hour,$8.5766/hour,$5.1002/hour,$2.3657/hour,,No,,,GPU Optimized,,,,4X V100,NVIDIA Tesla P100,
,,,,,~36% savings,~62% savings,~82% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla P100,
NC24s v3,24,448 GiB,"1,344 GiB",$12.24/hour,$7.7970/hour,$3.9169/hour,$2.1506/hour,,No,,,GPU Optimized,,,,4X V100,NVIDIA Tesla P100,
,,,,,~36% savings,~68% savings,~82% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla P100,
Instance,vCPU(s),RAM,Temporary,Pay as you go with AHB,1 year reserved with AHB,3 year reserved with AHB,Spot with AHB,Add to,No,,,GPU Optimized,,,,GPU,NVIDIA T4,TRUE
,,,storage,,,,,estimate,No,,,GPU Optimized,,,,,NVIDIA T4,TRUE
NC4as T4 v3,4,28 GiB,180 GiB,$0.526/hour,$0.3104/hour,$0.1999/hour,$0.1105/hour,,No,,,GPU Optimized,,,,1X T4,NVIDIA T4,TRUE
,,,,,~41% savings,~62% savings,~79% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla,TRUE
NC8as T4 v3,8,56 GiB,360 GiB,$0.752/hour,$0.4438/hour,$0.2858/hour,$0.1580/hour,,No,,,GPU Optimized,,,,1X T4,NVIDIA Tesla,TRUE
,,,,,~41% savings,~62% savings,~79% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla,TRUE
NC16as T4 v3,16,110 GiB,360 GiB,$1.204/hour,$0.7104/hour,$0.4576/hour,$0.2529/hour,,No,,,GPU Optimized,,,,1X T4,NVIDIA Tesla,TRUE
,,,,,~41% savings,~62% savings,~79% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla,TRUE
NC64as T4 v3,64,440 GiB,"2,880 GiB",$4.352/hour,$2.5677/hour,$1.6538/hour,$0.9140/hour,,No,,,GPU Optimized,,,,4X T4,NVIDIA Tesla,TRUE
,,,,,~41% savings,~62% savings,~79% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla,TRUE
NV12s v3,12,112 GiB,736 GiB,$1.14/hour,$0.7262/hour,$0.5062/hour,$0.2394/hour,,Yes,,,GPU Optimized,,,,1X M60,NVIDIA Tesla M60,TRUE
,,,,,~36% savings,~56% savings,~79% savings,,Yes,,,GPU Optimized,,,,,NVIDIA Tesla M60,TRUE
NV24s v3,24,224 GiB,"1,474 GiB",$2.28/hour,$1.4524/hour,$1.0124/hour,$0.4788/hour,,Yes,,,GPU Optimized,,,,2X M60,NVIDIA Tesla M60,TRUE
,,,,,~36% savings,~56% savings,~79% savings,,Yes,,,GPU Optimized,,,,,NVIDIA Tesla M60,TRUE
NV48s v3,48,448 GiB,"2,948 GiB",$4.56/hour,$2.9047/hour,$2.0247/hour,$0.9576/hour,,Yes,,,GPU Optimized,,,,4X M60,NVIDIA Tesla M60,TRUE
,,,,,~36% savings,~56% savings,~79% savings,,Yes,,,GPU Optimized,,,,,NVIDIA Tesla M60,TRUE
NV4as v4,4,14 GiB,88 GiB,$0.233/hour,$0.1491/hour,$0.1026/hour,$0.0470/hour,,No,,,GPU Optimized,,,,1/8th MI25 (2GB VRAM),AMD Radeon Instinct MI25 GPU,
,,,,,~36% savings,~56% savings,~80% savings,,No,,,GPU Optimized,,,,,AMD Radeon Instinct MI25 GPU,
NV8as v4,8,28 GiB,176 GiB,$0.466/hour,$0.2983/hour,$0.2051/hour,$0.0940/hour,,No,,,GPU Optimized,,,,1/4th MI25 (4GB VRAM),AMD Radeon Instinct MI25 GPU,
,,,,,~36% savings,~56% savings,~80% savings,,No,,,GPU Optimized,,,,,AMD Radeon Instinct MI25 GPU,
NV16as v4,16,56 GiB,352 GiB,$0.932/hour,$0.5965/hour,$0.4101/hour,$0.1879/hour,,No,,,GPU Optimized,,,,1/2 MI25 (8GB VRAM),AMD Radeon Instinct MI25 GPU,
,,,,,~36% savings,~56% savings,~80% savings,,No,,,GPU Optimized,,,,,AMD Radeon Instinct MI25 GPU,
NV32as v4,32,112 GiB,700 GiB,$1.864/hour,$1.1930/hour,$0.8202/hour,$0.3757/hour,,No,,,GPU Optimized,,,,1x MI25 (16GB VRAM),AMD Radeon Instinct MI25 GPU,
,,,,,~36% savings,~56% savings,~80% savings,,No,,,GPU Optimized,,,,,AMD Radeon Instinct MI25 GPU,
ND6s,6,112 GiB,336 GiB,$2.07/hour,$1.3187/hour,$0.9189/hour,$0.2821/hour,,No,,,GPU Optimized,,,,1X P40,NVIDIA Tesla P40,
,,,,,~36% savings,~56% savings,~86% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla P40,
ND12s,12,224 GiB,672 GiB,$4.14/hour,$2.6371/hour,$1.8378/hour,$0.5641/hour,,No,,,GPU Optimized,,,,2X P40,NVIDIA Tesla P40,
,,,,,~36% savings,~56% savings,~86% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla P40,
ND24rs,24,448 GiB,"1,344 GiB",$9.108/hour,$5.8015/hour,$4.0430/hour,$1.2409/hour,,No,,,GPU Optimized,,,,4X P40,NVIDIA Tesla P40,
,,,,,~36% savings,~56% savings,~86% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla P40,
ND24s,24,448 GiB,"1,344 GiB",$8.28/hour,$5.2742/hour,$3.6755/hour,$1.1281/hour,,No,,,GPU Optimized,,,,4X P40,NVIDIA Tesla P40,
,,,,,~36% savings,~56% savings,~86% savings,,No,,,GPU Optimized,,,,,NVIDIA Tesla P40,
ND40rs v2,40,672 GiB,"2,900 GiB",$22.032/hour,$10.7957/hour,N/A,$2.4236/hour,,No,,,GPU Optimized,,,,8X V100 (NVlink),NVIDIA V100 Tensor Core,
,,,,,~51% savings,,~89% savings,,No,,,GPU Optimized,,,,,NVIDIA V100 Tensor Core,
ND96asr A100 v4,96,900 GiB,"6,500 GiB",$27.197/hour,$18.8284/hour,$10.8788/hour,$10.8788/hour,,No,,,GPU Optimized,,,,8x A100 (NVlink),NVIDIA Ampere A100 Tensor Core,
,,,,,~31% savings,~60% savings,~60% savings,,No,,,GPU Optimized,,,,,NVIDIA Ampere A100 Tensor Core,
